;Name;Acceleration;Aggression;Agility;Balance;Ball control;Composure;Crossing;Curve;Dribbling;Finishing;Free kick accuracy;GK diving;GK handling;GK kicking;GK positioning;GK reflexes;Heading accuracy;Interceptions;Jumping;Long passing;Long shots;Marking;Penalties;Positioning;Reactions;Short passing;Shot power;Sliding tackle;Sprint speed;Stamina;Standing tackle;Strength;Vision;Volleys;Role;Preferred
12674;L. Béland-Goyette;68;69;75;79;65;55;55;57;64;44;35;7;14;12;10;16;50;55;59;64;59;53;49;57;58;65;61;53;64;69;58;52;60;59;OB;CD
12675;D. Grétarsson;67;66;67;66;54;58;61;52;59;52;50;6;15;7;14;10;53;64;64;63;50;64;49;56;58;59;54;63;70;68;63;63;50;49;OB;CM
12676;C. Andrew;68;77;59;69;59;57;50;52;51;63;25;15;6;10;10;12;68;45;82;50;53;49;61;54;61;56;65;41;76;81;38;81;58;44;ZA;RM
12677;F. Lesniak;57;57;62;62;60;60;56;51;56;47;42;8;11;8;8;12;47;62;54;63;50;58;43;52;60;64;58;61;53;67;65;57;56;45;OB;CB
12678;S. Henriksen;63;67;41;48;53;50;44;36;50;22;25;12;15;12;11;16;61;61;73;55;25;56;30;37;60;59;47;54;68;76;62;79;37;25;OB;CB
12679;D. Williams;71;36;63;73;65;51;62;56;64;54;38;12;10;8;8;9;49;43;42;62;57;44;51;45;50;63;66;45;69;71;43;61;61;53;OB;LB
12680;D. Bamba;83;45;82;69;58;63;52;54;64;62;33;12;8;15;13;9;57;18;75;42;58;14;61;61;56;55;66;18;83;66;16;59;48;57;UT;ST
12681;J. Dacres-Cogley;82;56;69;65;62;56;62;39;64;45;35;15;9;11;6;11;45;54;73;58;50;56;49;60;61;61;56;58;79;75;59;61;60;33;OB;CB
12682;C. Robertson;34;71;44;52;47;57;38;39;36;41;41;14;12;6;10;7;64;51;77;45;32;62;34;33;54;49;49;62;36;62;64;82;50;34;OB;CB
12683;A. Barbaro;67;35;74;68;69;54;66;66;64;57;64;9;11;9;12;10;44;45;70;59;65;34;59;54;54;64;69;29;69;59;25;52;55;56;ZA;LM
12684;V. Kováč;71;75;64;69;57;56;54;32;54;24;42;11;13;10;15;12;62;54;63;42;27;63;46;32;57;52;38;65;73;68;66;79;34;30;OB;RB
12685;D. Wayar;57;60;59;75;59;43;47;34;52;29;40;14;8;13;13;8;55;62;63;64;32;65;41;35;54;66;49;60;64;78;65;40;57;31;OB;CM
12686;Jorge Cuenca;58;63;58;64;48;54;40;29;29;27;26;10;12;5;14;12;66;58;67;58;36;66;44;21;59;64;55;61;62;59;64;58;41;31;OB;CB
12687;M. Lysov;74;55;72;70;62;55;60;43;65;35;45;15;11;10;6;12;55;60;68;70;40;53;52;55;62;65;58;60;61;70;62;63;54;51;ZA;LM
12688;J. Wright;70;70;72;64;65;56;56;59;55;56;58;13;10;10;10;16;49;49;59;65;58;45;62;63;58;67;65;45;62;73;57;70;61;63;OB;CD
12689;Yeon Jei Min;68;67;59;57;42;58;28;30;35;25;28;7;9;10;13;12;65;59;75;24;25;64;40;25;57;41;31;60;65;68;63;77;58;30;OB;CB
12690;J. Marchioni;51;41;59;62;61;60;49;59;60;56;63;16;16;9;14;12;52;55;58;55;63;42;60;60;68;59;58;47;64;73;53;74;71;48;OB;CB
12691;G. Lanfuente;67;68;73;73;65;70;49;68;61;51;45;8;14;13;6;10;39;66;68;53;45;49;66;57;73;68;63;35;72;70;53;67;59;49;OB;CM
12692;L. Opdam;75;65;72;80;58;58;63;55;64;28;30;5;7;13;7;12;45;55;66;42;29;64;38;55;58;58;33;63;73;66;60;63;40;34;OB;RB
12693;T. Yamashita;63;49;60;62;51;41;43;29;26;21;24;7;10;7;14;10;67;65;70;21;21;58;31;22;60;55;55;56;65;81;64;73;28;27;OB;CB
12694;C. Alcock;67;48;70;75;53;55;62;28;48;21;21;9;6;9;11;15;58;64;76;52;40;60;29;57;66;55;46;65;70;78;63;75;37;22;OB;RB
12695;M. Guezoui;72;47;69;47;61;53;47;47;43;68;48;11;12;10;10;16;45;15;59;35;61;18;54;62;74;45;60;11;82;44;14;76;33;52;UT;ST
12696;R. Cota;78;29;73;57;65;50;63;53;70;53;42;15;9;7;16;15;44;62;40;55;44;61;62;61;47;60;67;58;71;42;59;59;54;49;ZA;LM
12697;K. Ogawa;72;53;70;80;60;47;63;54;68;64;43;12;11;9;11;11;47;54;61;57;55;54;59;56;55;61;58;51;71;57;49;55;53;51;OB;CM
12698;J. Bruijn;66;63;74;85;69;63;55;70;60;33;60;7;8;11;12;13;32;57;73;68;55;40;45;35;60;70;48;52;51;58;60;50;65;43;OB;CD
12699;M. Stamnestrø;69;49;62;81;66;66;54;53;62;56;43;7;6;12;12;16;50;59;65;63;67;46;50;65;58;66;77;28;74;66;34;62;63;59;OB;CA
12700;P. Forsell;34;46;62;83;69;62;60;68;70;63;62;11;12;15;11;14;42;23;61;70;70;19;59;58;66;74;64;52;35;46;54;44;66;57;UT;ST
12701;O. Lie;47;62;54;62;56;57;43;52;51;43;48;9;6;12;12;12;59;57;48;60;45;62;30;54;61;62;59;61;48;65;62;84;45;45;OB;LB
12702;Dani Molina;58;61;66;67;67;62;49;66;64;56;59;11;10;16;15;13;42;57;59;66;66;62;55;56;55;70;59;64;63;55;66;41;69;58;OB;CA
12703;J. Sabbatini;70;60;72;74;70;62;60;61;64;48;35;8;11;9;10;7;52;57;52;58;44;38;46;66;57;66;58;51;62;59;54;58;66;56;OB;CD
12704;F. Hansch;84;27;87;85;64;48;45;63;66;65;43;14;6;14;14;7;44;19;65;41;59;13;59;65;64;61;59;15;78;65;14;34;52;60;ZA;RM
12705;I. Gorbatenko;73;69;80;84;65;58;67;60;66;68;66;14;7;14;14;15;59;35;63;65;70;53;70;58;69;68;66;50;66;54;51;38;61;58;ZA;LM
12706;S. Slocombe;44;31;56;54;17;23;17;11;11;14;11;65;57;58;62;66;11;22;58;39;15;13;19;14;58;37;25;12;32;40;14;45;38;16;OB;GK
12707;Kim Dae Gyeong;71;40;75;75;63;55;62;43;64;56;36;11;6;13;14;9;39;55;47;45;54;55;52;65;56;64;63;56;72;67;57;59;57;40;OB;LB
12708;T. Deng;76;64;73;64;54;55;35;26;48;26;28;9;9;9;8;14;62;62;75;45;23;55;39;37;56;64;29;59;74;68;66;64;37;23;OB;CB
12709;D. Dankerlui;75;60;72;78;62;57;55;44;66;32;37;13;6;9;9;13;54;56;72;40;35;58;43;48;59;58;59;62;77;68;61;68;44;29;OB;LB
12710;D. Lamkel Ze;81;84;75;48;66;58;58;64;67;62;68;11;6;12;12;13;66;38;67;59;54;43;59;54;47;64;58;28;83;68;43;60;50;62;UT;RW
12711;Sergio Sánchez;58;39;59;61;59;53;36;41;61;71;37;7;11;11;10;13;65;20;66;40;65;14;61;60;62;59;58;18;60;59;19;65;54;49;UT;ST
12712;J. Edmundsson;74;43;77;65;66;57;61;57;65;58;58;15;8;15;14;6;54;35;66;46;54;19;45;64;59;63;65;28;70;70;33;59;63;50;ZA;RM
12713;O. Tounkara;82;65;65;57;52;53;44;44;57;63;55;15;12;11;7;10;62;50;54;49;53;27;43;59;61;51;62;34;82;77;29;78;48;55;UT;ST
12714;C. Gameiro;77;68;75;68;59;63;40;60;62;64;40;15;11;11;8;12;57;43;72;35;58;30;60;61;60;53;66;32;77;59;36;59;57;62;UT;ST
12715;M. Svilar;51;28;53;54;22;41;18;23;19;14;22;63;58;63;61;64;22;13;71;32;18;15;37;9;62;37;26;18;48;27;21;61;38;16;OB;GK
12716;Álex Zalaya;63;60;44;68;50;51;36;30;31;22;37;10;7;7;9;10;60;62;71;46;21;63;43;24;59;59;48;68;64;63;69;50;32;31;OB;CB
12717;S. Rasmussen;39;39;32;66;17;48;12;7;15;7;14;61;63;55;65;64;13;17;78;32;17;7;22;13;58;24;22;10;47;33;12;63;38;13;OB;GK
12718;L. Vega;66;50;52;62;56;52;55;32;52;26;25;9;12;13;7;9;67;65;74;45;29;66;33;35;63;53;31;64;67;60;59;67;38;27;OB;CB
12719;R. Miller;46;55;35;40;45;62;37;29;40;30;40;15;15;9;9;11;66;66;37;60;41;62;37;37;57;43;59;59;53;66;67;85;39;22;OB;CB
12720;A. Sharahili;72;63;70;65;58;65;51;32;53;31;26;6;12;9;14;15;62;65;75;25;27;59;41;34;63;51;24;60;75;82;61;70;34;28;OB;LB
12721;C. Quintana;50;64;48;50;46;44;35;30;40;22;33;8;12;7;12;12;59;57;66;36;25;62;43;36;45;38;41;68;49;56;66;81;28;31;OB;CB
12722;A. Basta;64;68;66;60;53;53;60;58;51;45;50;15;10;7;14;16;50;61;64;56;43;63;48;45;60;57;50;64;77;72;61;68;29;33;OB;RB
12723;L. Williams;88;28;75;76;67;54;38;57;68;61;59;1;1;1;1;1;43;22;34;46;63;34;56;59;48;64;70;35;77;63;41;59;63;51;ZA;RM
12724;C. Pym;44;21;49;65;24;29;11;15;19;13;33;64;59;65;58;69;15;14;60;34;16;18;23;11;53;32;23;17;48;28;18;44;14;17;OB;GK
12725;C. Jakobsen;69;31;71;48;60;53;57;57;66;61;40;5;12;13;5;10;56;24;64;46;51;20;52;68;50;60;58;19;78;72;21;81;61;61;ZA;RM
12726;A. Al Bulayhi;33;65;31;77;50;40;30;30;34;25;23;13;11;8;14;10;46;55;77;30;25;69;45;25;56;40;37;68;42;65;70;78;30;25;OB;CB
12727;C. Rolfe;66;52;62;65;65;58;61;64;65;60;61;16;16;8;7;16;59;47;68;56;59;33;66;64;60;59;67;36;62;38;50;57;62;60;ZA;LM
12728;W. Hume;53;66;37;33;42;43;29;23;21;30;21;8;6;13;14;10;70;56;64;46;43;57;35;38;62;50;50;52;52;51;61;91;34;35;OB;CB
12729;A. Gnahoua;80;41;83;77;64;69;47;49;66;57;27;9;12;8;6;9;53;13;66;36;58;16;56;53;62;47;64;18;84;64;22;87;46;56;ZA;LM
12730;F. Dimarco;64;62;51;71;59;59;63;57;61;29;68;9;8;12;7;7;58;58;57;50;29;62;66;54;59;56;33;66;67;67;66;58;45;33;ZA;LM
12731;L. Algozino;83;48;80;80;64;61;54;54;67;52;49;14;13;9;11;11;48;31;52;60;45;38;52;45;49;62;52;40;77;70;39;41;65;46;ZA;RM
12732;K. Mukuhara;77;50;78;81;58;33;59;33;46;23;31;11;10;9;10;14;43;60;55;42;24;63;34;42;53;54;20;62;75;74;64;65;31;27;OB;RB
12733;D. Bouzanis;54;45;58;46;19;40;13;13;18;14;14;63;62;60;62;62;13;20;67;35;18;13;14;7;60;47;14;11;54;39;11;65;41;11;OB;GK
12734;K. Nsor;62;36;53;63;67;56;40;45;65;64;28;13;7;7;7;8;60;14;64;39;52;14;55;68;59;55;60;17;55;51;13;69;45;49;UT;ST
12735;K. Shelton;79;63;75;56;64;57;52;28;67;55;29;12;16;9;6;15;63;24;66;43;49;25;59;65;58;59;62;22;84;62;22;78;59;45;UT;ST
12736;Thierry Graça;30;24;33;25;17;38;13;13;13;6;12;64;60;54;64;61;11;11;35;24;5;5;11;8;66;20;30;13;22;19;14;72;35;7;OB;GK
12737;J. Whatmough;65;52;68;58;51;59;27;26;39;24;27;15;9;15;16;8;66;53;82;62;26;60;25;22;46;63;34;61;69;69;65;75;48;24;OB;CD
12738;G. Thomas;73;67;69;74;62;63;61;58;64;62;60;11;13;10;7;11;46;34;80;52;58;19;63;60;50;59;60;27;78;74;32;57;59;59;UT;ST
12739;T. Warschewski;63;50;69;65;60;57;37;48;56;69;40;7;14;13;14;8;63;23;67;39;59;20;60;61;59;44;64;13;70;61;14;68;48;51;UT;ST
12740;J. O'Toole;62;74;63;55;63;62;47;48;62;64;51;14;14;12;10;14;68;53;72;62;56;46;60;65;61;64;62;54;58;72;56;70;64;47;OB;CD
12741;T. Kortegaard;71;59;69;77;61;58;66;67;60;60;63;13;10;11;14;9;55;58;58;64;62;58;42;62;60;64;68;64;62;60;66;60;58;66;ZA;RM
12742;S. Kobayashi;68;46;70;74;63;57;67;57;58;43;50;13;10;6;6;11;49;39;71;62;43;45;45;55;58;63;55;54;65;80;55;60;68;41;OB;RB
12743;L. García;51;28;70;41;32;33;30;29;18;16;13;66;62;59;64;63;10;18;70;38;20;15;20;11;52;30;42;14;55;45;24;51;30;20;OB;GK
12744;S. Moutoussamy;79;43;71;78;68;64;66;43;73;51;42;6;9;14;8;5;46;57;41;58;48;63;46;59;49;65;49;65;71;44;67;32;56;53;OB;CM
12745;B. Reeves;74;36;82;85;64;53;59;56;66;65;45;9;9;11;10;12;44;48;81;58;66;51;61;51;55;66;58;56;72;75;61;60;54;41;ZA;RM
12746;S. Mrowca;71;65;75;72;62;49;57;40;56;37;34;10;11;15;10;11;49;63;76;60;43;55;50;47;52;63;50;64;72;73;63;63;56;36;OB;CD
12747;Abeledo;78;30;71;69;64;59;64;43;62;57;39;11;12;14;8;14;58;18;39;57;52;23;48;57;54;65;49;23;76;37;28;39;60;51;UT;RW
12748;O. Fredrikson;30;46;46;42;15;47;18;16;16;13;14;63;61;62;65;62;13;24;62;35;15;13;20;13;56;31;46;15;26;35;16;60;39;17;OB;GK
12749;L. Rath;69;67;60;67;55;63;62;58;57;18;64;9;10;6;9;9;55;58;81;48;34;64;56;41;61;50;65;59;65;72;62;74;44;30;OB;LB
12750;M. Bloom;58;73;45;61;52;51;63;50;55;32;27;9;15;15;14;15;58;67;66;44;37;66;36;47;60;54;36;68;58;53;69;72;55;28;OB;LB
12751;G. Fraser;65;63;67;69;62;51;52;48;61;51;62;10;8;10;7;15;54;55;48;71;71;58;47;55;57;64;73;59;68;73;61;69;66;51;OB;CD
12752;N. Ghandri;52;68;48;42;56;54;42;39;50;33;43;15;13;9;6;6;68;60;58;58;48;61;41;44;64;66;46;54;59;54;66;84;49;34;OB;CM
12753;D. Clut;64;46;65;88;58;56;39;64;66;59;34;12;10;13;14;9;39;49;59;58;69;42;44;56;51;66;67;46;69;59;39;45;65;59;OB;CM
12754;F. Downes;68;82;66;74;64;61;59;49;57;44;55;13;12;14;11;6;58;68;65;62;56;62;48;56;63;66;54;66;67;68;67;63;56;32;OB;CM
12755;J. O'Brien;68;62;74;68;63;64;62;63;63;59;64;6;8;7;7;8;48;54;55;61;59;58;56;63;61;63;60;52;72;74;52;66;62;56;ZA;RM
12756;Park Yong Ji;82;22;80;65;60;55;61;56;62;60;55;14;9;13;10;14;64;14;54;57;52;18;60;62;55;64;52;16;83;53;13;61;49;42;ZA;LM
12757;N. Loyola;68;30;57;78;62;59;66;39;62;53;40;6;12;6;14;11;62;43;46;64;40;64;51;52;60;67;53;60;69;81;59;49;55;48;OB;LB
12758;J. McBean;55;65;64;66;62;56;38;61;59;61;70;15;8;11;6;11;62;25;71;31;50;20;63;62;59;50;77;22;62;45;23;79;45;59;UT;ST
12759;Seo Bo Min;82;55;78;72;59;53;60;42;63;59;35;11;10;7;11;13;33;35;46;47;65;21;52;65;57;59;66;29;81;66;34;53;53;49;OB;CA
12760;A. Santamaria;63;46;56;65;64;59;61;59;64;55;64;12;11;10;7;13;60;23;50;66;65;57;62;68;51;64;72;44;67;69;45;59;62;58;OB;CA
12761;O. Lancashire;66;56;62;54;40;59;21;19;22;27;24;12;16;9;15;14;63;61;78;53;30;63;21;24;60;49;44;62;52;71;66;73;42;20;OB;CB
12762;O. Berg;67;40;66;67;63;61;59;54;64;59;40;10;14;13;12;16;42;58;54;58;64;48;49;59;59;66;70;48;69;80;55;61;61;41;UT;RW
12763;C. Neal;55;39;59;54;34;59;15;14;15;13;11;61;62;60;62;62;11;26;69;41;15;13;29;11;61;39;32;15;58;30;13;70;35;13;OB;GK
12764;W. Kanga;74;56;68;48;66;56;66;52;65;62;36;7;13;14;7;14;61;27;53;53;53;18;56;59;53;57;62;16;74;38;13;74;57;53;UT;ST
12765;K. Galanopoulos;73;64;67;77;66;56;64;60;62;40;45;6;12;9;6;7;51;57;56;67;46;43;48;59;62;67;65;57;70;63;53;55;64;49;OB;CD
12766;A. Wittwer;75;69;65;80;64;56;68;56;55;49;41;15;8;8;14;13;46;62;84;53;57;61;39;67;60;57;74;66;72;75;66;70;59;67;OB;LB
12767;B. Janeczek;61;65;59;52;51;59;57;53;47;19;32;15;6;16;8;12;59;64;78;47;23;61;41;43;59;55;59;61;59;50;63;71;37;18;OB;CB
12768;M. Araz;71;58;56;91;67;62;46;59;64;60;54;7;14;11;10;11;39;43;56;61;56;52;45;69;68;68;66;44;68;61;42;36;57;58;ZA;RM
12769;A. Campbell;78;31;79;80;58;53;45;59;60;59;40;15;12;15;8;8;63;16;76;50;54;20;63;58;60;58;64;14;88;52;19;59;46;56;ZA;RM
12770;J. King;54;73;55;60;58;55;48;45;52;53;51;10;8;9;10;11;63;57;67;57;60;60;65;52;51;60;61;54;50;70;60;80;54;50;OB;CD
12771;Eddy Francis;67;65;63;71;51;54;70;50;42;34;27;9;9;16;10;7;55;59;66;66;23;67;35;34;59;64;34;65;66;45;65;66;41;20;OB;CB
12772;D. Carvajal;17;17;29;35;15;26;13;10;14;8;14;64;61;62;63;60;14;9;50;23;5;7;17;7;60;22;22;11;26;22;12;60;37;9;OB;GK
12773;M. Dube;75;58;51;78;65;55;55;48;61;22;33;15;12;12;6;8;45;58;56;55;35;65;38;45;55;58;55;64;72;65;69;52;38;39;OB;RB
12774;I. De Santis;57;65;39;71;50;58;21;32;36;44;23;7;9;13;11;10;58;62;73;42;37;66;26;37;71;46;41;58;48;62;61;68;32;38;OB;CB
12775;V. Bindia;81;66;75;88;59;55;58;38;62;34;51;11;16;12;13;12;45;58;87;52;49;57;31;52;59;59;64;55;81;79;56;66;53;53;ZA;RM
12776;B. Al Seliteen;54;70;73;70;66;65;59;64;61;41;32;9;15;6;14;7;47;56;77;69;56;52;38;50;53;67;52;46;52;67;49;65;63;61;ZA;RM
12777;N. Kacharava;44;54;29;30;56;61;27;39;67;62;29;15;11;9;11;8;76;21;58;34;57;26;63;61;51;55;57;22;67;63;26;94;54;55;UT;ST
12778;Park Dae Han;78;63;77;80;61;54;60;29;62;22;29;7;8;9;11;14;45;58;73;56;31;62;23;52;56;61;31;64;75;65;64;60;43;34;OB;RB
12779;T. Erlandsson;28;25;30;22;16;26;19;18;16;12;19;61;63;72;60;59;12;19;43;25;14;18;20;14;63;33;21;17;31;25;17;83;28;21;OB;GK
12780;T. Kaçar;54;72;44;34;65;44;49;43;62;41;37;14;15;12;7;8;65;62;32;62;45;62;43;46;63;68;57;60;52;72;66;74;58;34;OB;CM
12781;A. Ferati;72;53;84;91;68;60;60;61;68;55;53;7;12;13;14;11;45;32;50;61;38;36;57;55;55;64;59;38;69;56;45;44;62;53;OB;CA
12782;R. Becker;76;55;68;69;59;47;55;37;60;37;42;8;8;9;12;9;53;56;53;45;45;62;49;51;57;59;53;64;73;66;64;58;37;29;OB;LB
12783;J. Mensah;79;53;77;85;57;58;61;68;69;60;31;12;10;5;9;5;33;21;86;39;48;26;51;63;57;58;61;20;73;55;26;56;63;46;ZA;RM
12784;E. White;69;72;62;62;59;52;54;39;59;47;35;9;14;11;11;11;61;63;71;55;23;64;46;55;59;61;44;61;72;60;67;82;42;32;OB;CB
12785;S. Szmodics;82;63;82;71;61;64;52;47;64;62;50;13;9;15;11;14;36;45;65;54;60;38;50;66;44;60;61;40;76;80;52;58;60;58;OB;CA
12786;C. Mosquera;78;58;69;81;61;52;43;38;65;59;38;16;10;15;10;9;49;49;57;57;52;31;39;65;66;63;54;37;75;76;41;61;60;43;UT;RW
12787;F. Baeda;64;70;63;65;61;55;46;49;66;57;58;10;7;10;10;9;58;43;59;59;69;46;53;61;63;63;72;56;69;56;43;54;58;64;OB;CA
12788;L. Justiniano;57;60;59;79;54;55;50;39;44;31;34;8;13;13;6;10;60;64;55;63;28;62;48;38;56;66;53;64;57;77;69;46;41;31;OB;CD
12789;T. Eastman;38;62;52;54;52;55;25;24;46;23;37;15;16;13;15;13;65;58;60;56;42;60;44;22;52;58;45;63;48;65;65;80;46;15;OB;CB
12790;F. Kent;64;51;56;60;60;55;28;22;52;32;28;10;6;12;11;14;63;64;70;55;16;63;34;40;60;63;38;60;67;67;62;68;40;24;OB;CB
12791;M. Oesterhelweg;81;40;70;69;65;52;62;70;60;58;72;14;9;12;11;14;49;32;56;52;50;40;55;47;53;67;62;47;82;62;50;58;52;45;UT;LW
12792;A. Türkaslan;16;20;22;38;15;36;12;14;13;9;13;64;62;64;55;68;10;9;45;15;6;8;14;7;55;19;26;11;15;21;13;62;38;7;OB;GK
12793;J. Tabidze;60;60;51;58;36;53;30;27;34;23;31;9;11;14;6;9;65;65;68;41;21;62;47;37;58;45;44;65;61;57;65;72;33;30;OB;CB
12794;D. Barreto;75;46;68;70;63;55;56;55;62;60;44;14;11;14;15;14;38;29;62;66;54;32;60;45;53;70;58;49;72;66;36;54;60;39;OB;CA
12795;Calderón;71;29;70;60;62;52;67;46;72;60;53;6;14;12;9;13;36;19;52;60;59;20;58;53;55;60;60;29;72;46;32;44;55;42;ZA;RM
12796;G. Martinez;66;71;67;71;70;56;43;50;61;28;63;5;11;11;10;10;40;60;64;62;65;63;35;50;60;67;67;63;70;51;54;60;62;27;OB;CD
12797;M. Tombakti;54;75;64;79;59;51;38;39;54;44;34;13;13;7;6;7;59;61;73;53;49;64;37;45;57;67;47;64;60;69;62;71;54;37;OB;CD
12798;J. Colina;59;73;56;78;53;42;42;40;52;32;37;9;6;15;10;10;49;73;57;64;28;62;46;39;49;67;52;63;61;52;66;54;41;32;OB;CD
12799;L. Reddy;48;44;45;47;19;37;10;13;10;10;12;63;59;58;63;63;10;18;45;18;10;10;21;8;62;17;24;10;48;39;11;69;35;10;OB;GK
12800;C. Dummigan;73;50;70;68;59;50;60;45;62;30;33;9;7;8;6;7;58;60;66;49;32;60;36;45;52;52;42;61;72;74;63;59;50;25;ZA;RM
12801;S. Donnellan;62;59;49;67;53;50;34;34;50;26;34;6;13;10;12;5;63;62;70;48;30;60;43;47;51;55;50;63;57;66;66;72;44;28;OB;CD
12802;D. Kozica;76;39;81;74;64;56;58;57;67;58;48;7;13;8;11;6;36;29;57;55;49;36;58;56;51;63;56;35;72;67;33;56;53;49;ZA;RM
12803;M. Done;80;58;81;76;63;66;56;60;64;60;56;10;7;9;8;6;47;51;68;55;59;35;63;60;67;60;63;37;79;78;39;67;64;57;UT;LW
12804;E. Latte Lath;75;39;64;66;68;58;59;53;68;67;49;7;9;5;8;5;58;25;45;51;54;31;65;65;47;56;65;29;70;61;31;62;55;57;UT;RW
12805;G. Gutiérrez;65;60;72;80;58;39;66;60;58;30;28;7;9;7;6;10;51;59;58;58;23;63;40;39;55;60;30;61;69;75;61;66;35;23;OB;LB
12806;D. Nikolaou;60;60;41;51;52;57;24;24;24;25;29;8;15;9;5;15;58;59;74;60;50;62;49;29;52;58;53;63;63;66;64;74;26;25;OB;LB
12807;H. Storbæk;59;67;67;73;66;62;65;63;59;61;68;11;13;14;14;12;58;56;73;57;68;46;49;61;63;62;68;49;62;70;55;64;61;66;OB;CM
12808;J. Valencia;83;60;87;91;65;65;38;44;68;43;47;14;13;9;15;13;34;49;63;52;47;43;48;56;59;62;51;48;80;72;52;65;67;38;OB;CA
12809;Jang Dae Hee;40;20;39;53;23;55;14;12;11;16;19;63;61;57;61;63;16;21;53;23;19;16;18;20;60;27;18;11;40;21;17;61;37;12;OB;GK
12810;D. Ulvestad;55;68;49;46;49;63;33;35;23;39;21;12;11;10;16;14;59;67;66;44;42;59;34;38;59;53;68;55;57;64;62;78;40;42;OB;CB
12811;A. Rodman;78;42;82;60;62;58;58;59;65;59;58;10;11;6;15;15;50;32;49;47;57;23;50;57;54;60;61;20;73;69;19;64;59;54;OB;CM
12812;A. Gagliardi;68;62;63;65;62;59;58;40;64;54;31;14;13;11;9;13;74;61;72;60;42;58;46;66;63;61;55;56;70;62;63;65;60;34;UT;RW
12813;G. Kyeremeh;86;45;74;73;63;61;56;48;68;51;46;9;10;10;15;11;44;23;66;56;48;23;50;51;49;59;55;31;83;69;34;58;58;40;ZA;LM
12814;T. Aldred;49;69;30;46;41;47;32;18;24;28;22;8;15;8;8;13;68;55;66;33;17;59;40;23;55;44;49;61;48;61;64;80;34;30;OB;CB
12815;João Pereira;65;70;71;65;60;64;62;47;56;38;59;8;15;13;11;13;61;63;84;56;41;57;48;38;56;59;55;60;74;69;61;77;60;45;OB;CB
12816;F. Coniglio;47;45;65;54;61;47;38;33;58;67;34;14;13;10;8;11;72;23;60;49;52;18;49;62;58;60;55;16;64;59;23;83;46;43;UT;ST
12817;Arellano;74;53;64;72;61;54;67;62;59;45;26;7;9;9;14;7;53;56;64;55;48;55;33;51;53;60;47;62;77;68;59;68;41;38;ZA;LM
12818;M. Sanoh;87;57;80;82;63;55;56;54;69;56;48;10;9;7;7;6;33;28;78;44;47;22;43;58;55;52;66;28;86;64;20;66;47;52;ZA;RM
12819;L. Fosgaard;76;36;62;68;61;52;66;49;66;53;40;6;8;13;14;13;44;41;68;53;52;23;53;46;58;58;53;26;76;79;23;65;57;45;ZA;RM
12820;A. N'Diaye;81;34;92;71;66;61;48;39;69;62;32;8;7;15;15;6;52;32;75;29;57;18;54;64;56;53;60;16;86;70;21;45;52;50;UT;LW
12821;D. Smith;74;53;61;67;56;61;62;47;65;53;52;11;10;7;14;8;43;33;46;55;56;45;54;65;62;58;63;40;77;71;45;69;58;49;OB;LB
12822;Cantero;57;24;64;58;12;21;19;25;22;22;12;53;69;59;68;64;18;22;63;31;24;12;25;16;55;35;24;19;53;42;12;70;26;23;OB;GK
12823;T. Field;78;55;73;87;63;65;57;45;67;52;49;10;7;11;13;15;58;60;62;54;33;56;47;53;68;62;55;58;74;59;61;59;50;38;ZA;LM
12824;N. Malić;32;68;34;33;42;67;20;58;18;11;64;16;13;12;15;13;66;59;48;35;16;63;32;27;46;45;67;62;33;71;64;91;26;13;OB;CB
12825;J. Shea;28;20;34;48;23;30;14;11;12;11;15;64;61;57;58;67;16;14;44;29;11;13;17;11;56;12;19;11;26;28;11;41;24;13;OB;GK
12826;R. Touzet;63;64;62;68;57;53;33;27;38;32;29;10;9;14;9;5;58;61;66;46;31;63;46;29;61;51;42;66;60;52;66;62;34;28;OB;CB
12827;H. Sanhaji;78;29;67;74;57;65;61;37;59;65;31;15;7;8;7;5;62;17;70;37;50;14;59;66;59;53;57;17;80;49;19;56;46;46;ZA;RM
12828;M. Dúbravka;40;26;40;60;21;36;14;14;12;13;13;59;64;53;65;67;13;21;62;37;14;14;17;11;56;42;22;22;35;40;20;44;51;12;OB;GK
12829;B. Boutobba;71;22;91;88;75;60;58;63;76;64;55;12;9;14;15;11;48;12;47;44;55;11;57;52;49;56;49;12;69;61;13;32;46;52;ZA;RM
12830;D. Romney;67;70;49;50;63;60;54;51;60;24;34;9;12;8;5;14;68;63;74;59;24;62;35;50;62;61;52;57;66;67;63;78;52;35;OB;CB
12831;V. Zubarev;47;68;64;69;60;61;54;49;60;40;40;7;14;7;5;7;54;57;63;65;64;55;48;42;57;68;68;66;54;70;63;61;48;36;OB;CM
12832;H. Nakagawa;91;42;93;93;72;59;43;72;68;53;39;15;10;7;12;13;36;25;85;46;68;33;41;68;74;66;59;31;89;90;36;27;57;65;ZA;RM
12833;M. Harrington;57;74;58;60;60;51;68;63;53;52;59;11;15;9;10;11;59;58;62;57;55;65;44;48;62;60;68;59;67;72;61;65;47;55;OB;LB
12834;B. Miele;61;51;75;82;62;53;56;57;66;61;66;9;8;8;8;7;51;54;84;54;57;53;53;49;60;63;60;48;75;83;54;44;65;53;OB;CA
12835;G. Di Noia;71;55;59;65;64;53;63;41;60;32;39;9;11;8;14;16;48;51;63;63;36;53;52;61;49;65;57;64;69;75;66;60;48;37;OB;CM
